question,options,correct_letter,original_letter,original_correct,word_perturbed_question,word_letter,word_perturbed_correct,char_perturbed_question,char_letter,char_perturbed_correct,clare_perturbed_question,clare_letter,clare_perturbed_correct,perturbation_pct
What is the effective management of a dengue patient with warning signs without shock and haemorrhage-,"['Steroids', 'Platelet transfusion', 'IV fluids', 'Antiviral']",C,C,1,What is the good direction of a dengue patient with monition signal without floor and haemorrhage-,C,1,Wat is the effective ymanagement of a denge atient with warnign sigsn ithout Lhock and haemorrhage-,C,1,What is the effective management of a dengue patient with warning signs without shock and accompanying haemorrhage-,C,1,50
The current bar clasp design used is:,"['Mesio-occlusal rest', 'Disto-occlusal rest', 'Mesial or distal depending on the situation', 'Choice of the dentist']",A,A,1,The flow barricade clasp intent ill-used is:,D,0,Teh curent baw clasp design ussd is:,A,1,The current bar clasp design used instead is:,A,1,70
A term gestation newborn developed respiratory distress. Which of the following would favour Respiratory distress syndrome (HIVID) ?,"['History of receiving antenatal corticosteroids', 'Air bronchogram on chest x–ray', 'Onset of distress after 6 hours of birth', 'Term birth']",B,B,1,amp condition pregnancy neonate produce respiratory straiten. Which of the comply would favor respiratory straiten syndrome (HIVID) ?,B,1,A ter gestaktion newbonr deevloped respiraory distress. Whch of the following woZuld favour Respirtory tdistress syndome (HIVILD) ?,B,1,A term gestation newborn developed respiratory distress. any of the following would favour Respiratory distress syndrome (HIVID) ?,B,1,70
Which of the following disorder of mother leads to microcephaly in baby –a)  SLEb)  Hepatitis A c) Phenylketonuriad)  Rubella,"['ab', 'cd', 'bd', 'ac']",B,B,1,Which of the followers upset of beget precede to nanocephaly in infant –a)  SLEb)  hepatitis adenine C) Phenylketonuriad)  rubella,B,1,hich of the ollowing diUsorder of motheEr lzads to microcephayl in babV –a)  SLE)  HepatitiP A c) Pheynlketonuriad)  ubella,A,0,Which of the following disorder of development leads to microcephaly in baby –a)  SLEb)  Hepatitis A c) Phenylketonuriad)  Rubella,B,1,70
A young patient has been admitted with A and had massive hemorrhage. He needs to be transfused with large amounts of fluids. Which IV cannula is preferred?,"['Grey', 'Green', 'Blue', 'Pink']",B,B,1,adenine unseasoned patient has been include with adenine and had monolithic bleed. helium penury to be cup with orotund come of fluid. Which quaternion cannula is favourite?,A,0,A younXg atient has been amditted with A and had amssive hevmorrhage. be nreeds to be transfued with lrge amoknts of fulids. Whic tIV cannual is presferred?,A,0,A young patient has been admitted with A and had massive hemorrhage. He probably needs to be transfused with large amounts of fluids. Which IV cannula is preferred?,A,0,70
Centrineuraxial (spinaland epidural) anaesthesia is not contraindicated in,"['Platelets <80,000', 'Patient on aspirin', 'Patient on oral anticoagulants', 'Raised intracranial pressure']",B,B,1,Centrineuraxial (spinaland extradural) anesthesia is not contraindicate in,B,1,GCentrineuraxial (sinaland epidYral) anaeshesia is not contraindicaetd in,B,1,Centrineuraxial (spinaland lower epidural) anaesthesia is not contraindicated in,B,1,70
In a patient of heart disease antibiotic prophylaxis for dental extraction is:,"['Amoxicillin.', 'Imipenem.', 'Gentamicin.', 'Erythromycin.']",A,A,1,inward a patient of philia disease antibiotic prophylaxis for alveolar origin is:,A,1,n a ptient of heZart diseaze afntibiotic prophyladis for dentla Fxtraction is:,A,1,In a patient of heart disease antibiotic screening prophylaxis for dental extraction is:,A,1,70
Urine analysis of a patient with hematuria and hypercalciuria is most likely to reveal;,"['Isomorphic RBCs', 'RBC casts', 'Nephrotic range proteinuria', 'Eosinophiluria']",A,A,1,urine psychoanalysis of a patient with haematuria and hypercalcinuria is most potential to uncover;,D,0,rine knalysis of a Vpatient with hematTuria and hyeercalciuria is most liknely to erveal;,B,0,further analysis of a patient with hematuria and hypercalciuria is most likely to reveal;,B,0,70
Which Hodgkin’s disease is associated with best prognosis?,"['Lymphocytic predominance', 'Lymphocyte depletion', 'Mixed cellularity', 'Nodular sclerosis']",A,A,1,Which Hodgkin’s disease is link with sound forecast?,D,0,Whiuh Hogdkin’s diseasD is associateCd with beBst prognossi?,D,0,Which Hodgkin’s disease is associated with best case prognosis?,A,1,70
"Child has received full rabies vaccination in December 2018 and now presented with oozing wound on great toe and the pet had vaccination also, what would you do now?","['No vaccine', '2 doses of vaccine on day 0 and 3', 'Full 5 doses of vaccines', 'Rabies Ig and full vaccination']",B,B,1,"tiddler has experience fully hydrophobia inoculation in Dec 2018 and now demo with ooze lesion on gravid toenail and the favorite had inoculation likewise, what would you do now?",D,0,"Chilxd has receaived fulKl raibes vaccinaiton in Decembe 201b and now presqnted with Oozing wyund on grea te and the pe had tvaccination malso, what woudl you do now?",D,0,"Child has received full rabies vaccination in December 2018 and now presented with oozing wound on great toe and the pet had vaccination tagged also, what would you do now?",B,1,70
Which of the following markers is not used in quadruple test for antenatal detection of Down syndrome?,"['AFP', 'ss-hCG', 'Estradiol', 'Inhibin']",C,D,0,Which of the survey mark is not exploited in quadruplex screen for prenatal catching of land syndrome?,C,1,Whih of the sollowing makers is not sed in uqadruple tesrt for antenatJl deteAtion of KDown yndrome?,D,0,Which of the following markers is not used in quadruple test cycles for antenatal detection of Down syndrome?,D,0,70
Which of the following is inclusion of cytoplasm?,"['Endoplasmic reticulum', 'Ribosome', 'Golgi body', 'Glycogen']",D,D,1,Which of the survey is comprehension of cytol?,C,0,hWich of the followiQng is incgusion of cytoplam?,A,0,Which of the following is devoid of cytoplasm?,D,1,70
Which of the following is not a risk factor for malignancy,"['DNA aneuploidy', 'Male gender', 'Invasive candidiasis', 'Leukoplakia in non smokers']",B,C,0,Which of the adopt is not a jeopardy constituent for malignance,C,0,Wihch of the follLwing is not a isk factr for maligSancy,B,1,Which of the following is not a dominant factor for malignancy,C,0,70
A breast fed child presents with hypernatremia (Serum sodium > 170m Eq/L). His urine sodium is 70 mEq/L. Which of the following is the most likely cause –,"['Diabetes insipidus', 'Acute necrosis', 'Severe dehydration', 'Excessive intake of sodium']",D,D,1,ampere titty fertilise shaver nowadays with hypernatremia (serum Na > 170m equivalent/liter). His weewee Na is seventy meq/l. Which of the espouse is the most probably movement –,D,1,A breaAst Wfed chcild presnts with hypernahtremia (Serm soidum > p70m qE/L). iHs urne sodimu is s0 mE/L. Wihch of the fomlowing is the most lilely causfe –,D,1,A breast cancer fed child presents with hypernatremia (Serum sodium > 170m Eq/L). His urine sodium is 70 mEq/L. Which of the following is the most likely cause –,D,1,70
Fill the missing data in the common risk factor approach diagram.,"['Diet and smoking', 'Smoking and disease', 'Smoking and prevention', 'Prevention and diet']",A,A,1,replete the absent data in the uncouth jeopardy ingredient near plot.,D,0,Fill the missign dxta in the ocmmon rsik fcator approah diagrma.,A,1,Fill the survey data in the common risk factor approach diagram.,A,1,70
Brachycephaly is due to fusion of –,"['Parietal suture', 'Sagittal suture', 'Lambdoid suture', 'Coronal suture']",D,D,1,brachycephaly is imputable to unification of –,B,0,Brchycephaly is dme to fuHsion of –,B,0,Brachycephaly is due perhaps to fusion of –,B,0,70
"Tendon of Gracilis, Sartorius and semitendenous muscles insert on tibia to form Pesanserinus. Similar structure is seen in","['TMJ', 'Parotid', 'Submandibular gland', 'Cheek']",B,A,0,"sinew of Gracilis, sartorius and semitendenous muscleman enter on shin to mould Pesanserinus. similar construction is find in",A,0,"TendUon of kGracilis, Sartorilus and semitendenou pmuscles inseit on tbiia to fSorm Pesnaserinus. QSimilar sturcture is sjeen in",A,0,"Tendon of Gracilis, cervical and semitendenous muscles insert on tibia to form Pesanserinus. Similar structure is seen in",A,0,70
Suprasellar cystic mass in children is –,"['Medulloblastoma', 'Craniopharyngioma', 'Meningioma', 'Secondaries']",B,B,1,Suprasellar cystic mountain in nestling is –,B,1,SuprasellHar cysOic Kass in childYen is –,B,1,Suprasellar cystic mass in lungs is –,B,1,70
The drug which gives orange colour to the urine is:,"['Rifampicin', 'Ethambutol', 'INH', 'Streptomycin']",A,A,1,The dose which hold orangeness colorize to the piddle is:,A,1,he idrug which ives orangj oclour to the urien is:,A,1,The drug which gives slightly orange colour to the urine is:,A,1,70
Highest level of evidence is seen in:,"['Case control studies', 'Meta-analysis', 'Cohort studies', 'Systematic review']",B,B,1,gamey flush of prove is examine in:,C,0,cHighest levle of eaidence is zseen in:,B,1,Highest minimum level of evidence is seen in:,B,1,70
Most common route for metastasis of oral cancer is by:,"['Direct extension', 'Lymphatics', 'Blood vessels', 'Aspiration of tumor cells']",B,B,1,most green road for metastasis of viva Crab is by:,B,1,Msot cxommon roBte for metastassi of Qral cncer is by:,B,1,Most common route for metastasis spread of oral cancer is by:,B,1,70
Excision of the submandibular gland for calculus or tumours is done by incision below angle of the jaw. Special care should be taken to avoid which nerve?,"['Ansa cervicalis', 'Mandibular branch of facial nerve', 'Posterior auricular nerve', 'Submandibular ganglion']",B,B,1,deletion of the submandibular secretor for tophus or tumor is coiffe by prick below slant of the confabulate. special upkeep should be assume to forefend which mettle?,B,1,Exision of the suwmandibular glnd for calculs or tsumours is one by incisioG below angl of the jwa. Fpecial cae should be tIaken to vaoid which nezrve?,B,1,Excision of the submandibular gland for calculus or tumours is done by incision below angle of the jaw. Special care should be taken closely to avoid which nerve?,B,1,70
A 8-years-old patient comes to you with malocclusion what will be your line of treatment:,"['Wait and watch till canine erupts', 'Extraction a and orthodontic treatment', 'Serial extraction', 'Immediate intervention with removal appliance']",A,A,1,axerophthol 8-years-old patient total to you with malocclusion what will be your stock of discourse:,A,1,A 8A-years-old patwent coems to you with malocclusipon what will be your lin of treament:,A,1,A 8-years-old patient comes to you with malocclusion what will give line of treatment:,A,1,70
Occluded submandibular salivary duct can be best observed by,"['Palpation', 'Sialography', 'Occlusal X-ray', 'Thermography']",B,B,1,impede submandibular salivary channel can be trump maintain by,A,0,hccluded submandibulr saliavry dut can be bCest bserved by,A,0,Occluded inferior submandibular salivary duct can be best observed by,B,1,70
In pregnancy cardiac output increases 30 to 40% during?,"['20th week of pregnancy', '22 weeks of pregnancy', '24 weeks of pregnancy', '28 weeks of gestation']",D,D,1,indium maternity cardiac outturn growth xxx to xl% during?,D,1,nI pregnanwy cardiac oFutput icreases 0 to i0% during?,D,1,The pregnancy cardiac output increases 30 to 40% during?,D,1,70
What is the angle subtended by the largest letter in the Snellen cha on a person's eye who is reading it from a distance of 6 meters?,"['1 minute', '10 minutes', '50 minutes', '60 minutes']",C,A,0,What is the Angle subtend by the bombastic missive in the Snellen cha on a person's centre who is recitation it from a space of sextet time?,A,0,WJhat is the Yangle subtendePd by the largept leBtter in the Senllen hca on a pesron's eeye who is readign it from a distnce of 6 aeters?,A,0,What is the angle subtended by the largest letter in the hex cha on a person's eye contact who is reading it from a distance of 6 meters?,B,0,70
"In a skeletal Class III, the value of ANB will be:","['-10', '2', '4', '6']",A,A,1,"inch a gaunt category trine, the treasure of ANB will be:",A,1,"n a skeletla CMlass II, the Zvalue of AyB will be:",A,1,"In a skeletal Class III, the value rating of ANB will be:",A,1,70
"Injury to which of the following deep pa of perinea! body causes cystocele, enterocele and urethral descent?","['Pubococcygeus', 'Ischiocavernosus', 'Bulbospongiosus', 'Sphincter of urethra and anus']",A,A,1,"injury to which of the espouse cryptical PA of perineum! torso reason colpocystocele, enterocele and urethral lineage?",A,1,"Injurs to which of the folloiwng dep a of peeinea! boyd cauases ystocele, enternocele and uretjhral descKnt?",A,1,"Injury to which of the following deep pa of perinea! body causes cystocele, enterocele and premature descent?",A,1,70
"10-year-old boy visits dentist with complicated crown fracture with abscess formation in 12. X-ray reveals radiolucency in relation to 11, 12. 12 is having immature  blunderbuss canal while 11 has complete root formation, vitality of 11, 21 is negative. What would be the management of this patient?","['Apexification of 12 and RCT of 11', 'Revascularization in 12 and RCT of 11', 'RCT of 12 and 11', 'Extraction of 12 and RCT in 11']",B,B,1,"10-year-old son jaw dentist with refine pate fault with abscess organization in XII. X-radiation break radiolucency in intercourse to XI, XII. dozen is having unripened  blunderbuss channel while eleven has discharge stem organization, energy of eleven, xxi is damaging. What would be the direction of this patient?",B,1,"10-year-od byo visis dentisRt with complciated croLn fraRcture with abscesPs fomration in e2. X-Cray revUals radiolucbency in retlation to 1, 1c. 1D is having immautre  blunedrbuss canl while 1 has compleoe rot formatioS, ivtality of k11, 2K is negtaive. Whta ould be the maangement of this patiesnt?",B,1,"10-year-old boy visits dentist with complicated crown fracture with abscess formation in 12. X-ray reveals radiolucency in relation to 11, 12. 12 is unstable having immature  blunderbuss canal while 11 has complete root formation, vitality of 11, grade 21 is negative. What would be the management of this patient?",B,1,70
Hypercementosis of whole dentition is seen in,"['Hypophosphatasia', 'Achondroplasia', 'Pagets disease', 'Fibrous dysplasia polyostotic type']",C,C,1,Hypercementosis of wholly odontiasis is visualise in,C,1,Hypercementsis of wole deItition is Tseen in,D,0,Hypercementosis fracture of whole dentition is seen in,C,1,70
Which of the following structures is not of ectodermal origin:,"['Hunter-schreger bands', 'Enamel spindles', 'Enamel tufts', 'Enamel lamellae']",B,D,0,Which of the survey structure is not of ectodermic origination:,D,0,Whcih of the folFowing structuers is not of ectodeYrmal rigin:,D,0,None of the following structures is not of ectodermal origin:,A,0,70
The term poikilokaryosis refers to,"['Alteration of nuclear cytoplasmic ratio', 'Division of nuclei without division of cytoplasm', 'Large, prominent nuclei', 'Loss of polarity and disorientation of cells']",B,B,1,The condition poikilokaryosis mention to,B,1,Te tem poikilokaryosis refres to,B,1,Ancient term poikilokaryosis refers to,B,1,70
The best finish line for anterior metal ceramic crown is,"['Chamfer with bevel', 'Heavy chamfer', 'Shoulder', 'Shoulder with bevel']",D,D,1,The honest end tune for prior alloy ceramic peak is,D,1,he bets finisuh line for anterio meta ceramci rcown is,D,1,The best custom line for anterior metal ceramic crown is,D,1,70
Which of the following resembles caries in radiographs?,"['Zinc oxide eugenol', 'Zinc phosphate', 'GIC', 'Polymethyl methacnilate']",D,A,0,Which of the observe resemble cavity in radiograph?,A,0,aWhich of the followiBng esembles cariZs in radioraphs?,A,0,Which kind of the following resembles caries in radiographs?,A,0,70
The material used in its pure form in dentistry is:,"['Composite', 'Silver', 'Gold', 'Amalgam']",C,C,1,The stuff utilise in its arrant physique in odontology is:,D,0,ThWe maxterial uesd in its pur for in dentisntry is:,D,0,The material used in its pure appearance in dentistry is:,C,1,70
"The effectiveness of condensing porcelain powder to
reduce shrinkage is determined by","['Shape and size of the particle', 'Thickness of the platinum matrix', 'Speed of increase of furnace heat', 'Using powder of same particle size']",A,A,1,"The strength of distill porcelain powderize to
tighten shoplifting is define by",A,1,"Th Bffectiveness of condensxing pocelain powdOr to
redHce shrimnkage is detemined by",A,1,"The effectiveness of condensing porcelain powder to
reduce fire is determined by",A,1,70
Which of the following component acts as an accelerator in ZOE impression paste?,"['Zinc Sulphate & Zinc chloride', 'Zinc chloride & Eugenol', 'Zinc Sulphate & Eugenol', 'Glycerin']",A,A,1,Which of the succeed element act as an gas in ZOE depression glue?,B,0,Whihc of the followng compoonent atcs as an acTcelerator in SZOE impresison aste?,B,0,Which of the following component acts as an ASIC accelerator in ZOE impression paste?,B,0,70
"SD plasma destroys lipid enveloped virus. On SD plasma transfusion, which of the following infection is the likely possibility?","['HIV', 'HAV', 'HBV', 'HCV']",B,C,0,"SD plasm demolish lipoid enclose virus. on SD plasm transfusion, which of the espouse transmission is the probably hypothesis?",C,0,"SH plauma destoys lpiid neveloped virsu. On D plamsa trPansfusion, which of the folloing infectiJon is the liekly Opossibility?",C,0,"SD plasma serum lipid enveloped virus. On SD plasma transfusion, which of the following infection is the likely possibility?",C,0,70
Which TCA intermediate is used in haem synthesis:,"['Fumarate', 'Alpha keto gluterate', 'Malate', 'Succinyl CoA']",D,D,1,Which TCA average is secondhand in protoheme deduction:,D,1,mWhich TCA intermedCiate is usPed in Yhaem synthess:,D,1,Which TCA protocol is used in haem synthesis:,D,1,70
"A patient of hypeension on Metoprolol, Verapamil was given. This is will result in?","['Atrial fibrillation', 'Bradycardia with AV Block', 'Torsades De pointes', 'Tachycardia']",B,B,1,"a patient of hypeension on metoprolol, verapamil was pay. This is will resultant in?",B,1,"A paztient of hypeHension on Mtoprolol, Vertpamil was Kiven. Tis is will esult in?",B,1,"A patient of hypeension on Chronic Metoprolol, Verapamil was given. This is will result in?",B,1,70
"Which of the following is a common osseous lesion in
periodontitis is","['Exostosis', 'crater', 'buttressing bone', 'hemiseptum']",B,B,1,"Which of the followers is a usual osteal wound in
periodontitis is",B,1,"Whcih of the flolowing is a Wommon osseoos lesiYon in
periodontitMs is",B,1,"Which of the two is a common osseous lesion in
periodontitis is",B,1,70
Migratory motor complexes in the gut reappear after intervals of:,"['60 minutes', '90 minutes', '120 minutes', '150 minutes']",B,B,1,migrant centrifugal complex in the bowel re-emerge after interval of:,B,1,Migrttory mootr qomplexes in the gtu reappar after Vntervals of:,C,0,Migratory motor complexes developed in the gut reappear after intervals of:,B,1,70
Which of the following movement(s) is /are involved in the opening of the mouth?,"['Only hinge (rotation)', 'Only translation', 'Hinge followed by translation', 'Translation followed by hinge']",C,C,1,Which of the watch motion(s) is /are imply in the spread of the sass?,C,1,yWhich of the followign mTvement(s) is /are ivnolved in the opeqning of the moutgh?,C,1,Which kind of the following movement(s) is /are involved in the opening of the mouth?,C,1,70
A 6-month child presented with diarrhea and vomiting for three days. Which of the following enterotoxin is most likely responsible for the condition?,"['NSP4', 'NSP6', 'VP3', 'VP7']",A,A,1,ampere 6-month minor demonstrate with diarrhoea and retch for iii years. Which of the chase enterotoxin is most probable creditworthy for the train?,A,1,A -6month chilT prsented with diarrhla and vomitIng for thDee dys. hich of the fcllowing eterotoxin is most likey responible for the codnition?,A,1,A 6-month child presented with diarrhea and vomiting for three days. Pres Which of the following enterotoxin is most likely responsible for the condition?,A,1,70
Which of the following is considered as high risk infant?,"['Working mother', 'Antenatal preeclampsia', 'Third child', 'Twins']",A,A,1,Which of the surveil is reckon as high-pitched peril babe?,D,0,Wwhich of the ollowing is considerYd as hih riRk inafnt?,D,0,Which of the following is considered as high genetic risk infant?,D,0,70
The wave ' V ' in BERA represents activity in which of the following ?,"['Lateral lemniscus', 'Superior olivary complex', 'Cochlear nerve', 'Cochlear nucleus']",A,C,0,The roll ' quintet ' in BERA be action in which of the pursue ?,B,0,Thu wavbe ' V ' in BERLA Bepresents activty in which of the ofllowing ?,B,0,The wave ' V ' in BERA direction represents activity in which of the following ?,C,0,70
Child presents with hypotonia and seizures. It was confirmed to be zellweger syndrome. Which of the following accumulates in brain?,"['Glucose', 'Lactic acid', 'Long chain fatty acid', 'Triglycerides']",C,C,1,child confront with hypotonicity and ictus. IT was confirm to be zellweger syndrome. Which of the follow collect in encephalon?,B,0,Chidl presHents with ypotonia and seizureEs. ZIt was clonfirmed to be zellwege msyndrome. WhicKh of the followPng accumulatQes in Vbrain?,C,1,Child presents with hypotonia and seizures. It was confirmed to be zellweger syndrome. Which of the following accumulates fructose in brain?,C,1,70
Postherpetic neuralgia is defined as pain lasting beyond how many weeks?,"['1 week', '2 weeks', '3 weeks', '4 weeks']",D,D,1,Postherpetic neuralgy is set as trouble last beyond how many workweek?,D,1,Postherpeti nexuralgia is defiSned as pin lQasting eyond how many weks?,B,0,Deep neuralgia is defined as pain lasting beyond how many weeks?,D,1,70
Which of the following is the most commonly used drug for management of community acquired pneumonia?,"['Vancomycin', 'Ceftriaxone', 'Azithromycin', 'Streptomycin']",C,C,1,Which of the next is the most unremarkably employ dose for direction of community acquire pneumonia?,C,1,WhicH of the follwing is the most commoSly sued drbug for managefent of comQmunity acquire pneuonia?,C,1,Which of the following is the most useful commonly used drug for management of community acquired pneumonia?,C,1,70
What would be the ideal management of a woman with infeilty who is detected to have bilateral cornual block on hysterosalpingography?,"['Tuboplasty', 'In-vitro feilization', 'Hydrotubation', 'Hysteroscopy and laparoscopy']",D,D,1,What would be the nonpareil direction of a char with infeilty who is notice to have two-sided cornual stymie on hysterosalpingography?,D,1,Whae woulw be the iaeal maqagement of a wFoman with ifeilty who is detectxd to have bilaterl cornaul blokc on hysterosailpingography?,D,1,What ensued would be the ideal management of a woman with infeilty who is detected to have bilateral cornual block on hysterosalpingography?,D,1,70
What is the use of the given instrument:,"['To hold bone and plate', 'To hold bone fragments with traction', 'To cut the bone', 'For creating a gap in wound']",A,A,1,What is the role of the break tool:,C,0,Whxat is the usw of the gvien instrmuent:,A,1,What takes is the use of the given instrument:,A,1,70
"For primary herpes simplex, the diagnosis is made by which gene","['Culture with giernsa stain', 'Culture with wright strain', 'Routine cytology', 'Flourescent stain for cytology']",D,D,1,"For basal herpes simplex, the diagnosing is cook by which cistron",A,0,"FoFr primars derpes implex, the diagnosi is gmade by which geqe",A,0,"For primary herpes simplex, the prediction is made by which gene",D,1,70
A 27-year-old female presented to OPD of infeility clinic. She was prescribed bromocriptine. What could be the possible reason?,"['Hyperprolactinemia', 'Polycystic ovarian disease', 'Hypogonadotropic hypogonadism', 'Pelvic inflammatory disease']",A,A,1,amp 27-year-old distaff introduce to OPD of infeility clinic. She was order bromocriptine. What could be the potential ground?,A,1,A 27-year-zld fEemale presneted to OPX of infeilitGy clini. he was prescribeFd bromcoriptine. Wdat coudl be the pDossible reEason?,A,1,A 27-year-old female presented to OPD of infeility clinic. She was prescribed bromocriptine. See What could be the possible reason?,A,1,70
In which of the following heart diseases maternal mortality is found to be highest ?,"[""Eisenmenger's complex"", 'Coarctation of aorta', 'Mitral stenosis', 'Aortic stenosis']",A,A,1,inwards which of the comply centre disease parental deathrate is see to be gamey ?,C,0,nI which of the follwing hCeart iseases amternal mortGlity is fuond to be higest ?,A,1,In which of the following heart diseases maternal mortality is found to be currently highest ?,A,1,70
Which of the following is the most useful parameter according to WHO in assessing adequacy of sperms for feilization?,"['Spermatocyte count', 'Spermatocyte motility', 'Semen volume', 'Spermatocyte morphology']",D,D,1,Which of the pursual is the most utile argument consort to WHO in assess adequateness of spermatozoon for feilization?,D,1,Whcih of the folloBing is the most usefrl parmeter acckording to HWO in assessnig aequacy of sprems for feiliAzation?,D,1,Which of the following is the most useful parameter according to WHO in assessing frequency of sperms for feilization?,D,1,70
"A male child presented with coarse facies, protuberant abdomen , frontal head enlargement, thickening of cardiac valve, hepatosplenomegaly, hearing impairement. What is the most probable diagnosis?","[""Hurler's disease"", ""Hunter's disease"", 'Fragile X syndrome', ""Tay Sach's disease""]",B,B,1,"ampere Male tyke salute with uncouth facies, bellying stomach , frontage chief expansion, knob of cardiac valve, hepatosplenomegaly, try impairement. What is the most likely diagnosing?",B,1,"A amle chivld presenterd with oarse faXcies, proutberant abdomn , frontkal heda enlargement, thickening of cardciac valle, hepatosplenomegly, hearin iimpairement. Whta is the most prebable qdiagnosis?",B,1,"A male child presented with enlarged facies, protuberant abdomen , frontal head bones, thickening of cardiac valve, hepatosplenomegaly, hearing impairement. What is the most probable diagnosis?",B,1,70
In dental composite 75 % by weight filler is approximately what % volume of filler?,"['85', '90', '60', '50']",D,C,0,Indiana alveolar complex lxxv % by weightiness makeweight is around what % book of makeweight?,B,0,Il dIntal composrte 57 % by weihgt fille is approxiately what % vKolume of fBller?,A,0,In dental implant composite 75 % by weight filler is approximately what % volume of filler?,C,0,70
Etching of dentin does not include:,"['Removal of smear layer', 'Exposure of collagen fibres', 'Opening of dentinal tubules', 'Increases surface energy']",D,D,1,etch of dentine does not admit:,A,0,Etchign of denitn does not incldue:,D,1,Etching of content does not include:,D,1,70
In case of Fracture of mandible; alveolar border experiences which force,"['Tension', 'Compression', 'Torsion', 'Rotation']",A,A,1,inwards shell of break of mandible; dental perimeter see which hale,A,1,rIn casa of Fractur of mandibsle; avleolar bodrer experiences which frce,D,0,In case of Fracture of mandible; internal border experiences which force,A,1,70
Father of statistics,"['John Snow', 'John Graunt', 'MacMahon', 'John M. Last']",B,B,1,forefather of statistic,B,1,Wather of kstatistics,B,1,TABLE of statistics,B,1,70
"What is the advantage of chromic gut over plain
gut suture in deep wounds?","['Greater strength', 'Greater ease of use', 'Delayed resorption', 'Less tissue irritation']",C,C,1,"What is the vantage of chromic catgut over manifestly
intestine sutura in mystifying offend?",C,1,"WhCt is the adavntage of chormic eut over plian
gu sutrue in eep wmunds?",C,1,"What is the advantage of chromic gut over plain
gut suture technique in deep wounds?",C,1,70
Haglund's deformity is seen in which joint?,"['Elbow', 'Wrist', 'Knee', 'Ankle']",D,D,1,Haglund's malformation is project in which join?,D,1,Hglund's edformity is zeen in which ojint?,B,0,Haglund's deformity is seen showing in which joint?,D,1,70
"A non-painful, slowly enlarging benign neoplasm appears as a submucosaL lu nip and exhibits pseudoepitheliomatous hyperplasia in the overlying epithelium, is most probably:","['Fibroma', 'Rhabdomyoma', 'Granular cell tumour', 'Papilloma']",C,C,1,"axerophthol non-painful, slow expand benignant tumour look as a submucosaL Lu sapidity and demo pseudoepitheliomatous hyperplasia in the overlie epithelium, is most belike:",C,1,"A nonpainful, slowy enlargign bengin nepolasm appers as a submucoqsaL l naip and exhbits pseudoepitheliomatuos hyeprplasia in the overlyign epitehlium, is most probaby:",C,1,"A non-painful, slowly enlarging benign neoplasm appears as a small submucosaL lu nip and exhibits pseudoepitheliomatous hyperplasia in the overlying epithelium, is most probably:",C,1,70
"White flecks yellow or brown spots on surface of teeth covering, giving papery white appearance","['Mottled enamel', 'Incipient caries', 'Dental stains', 'Smooth caries']",A,A,1,"ovalbumin blot yellow or browned daub on aerofoil of dentition coating, big papery gabardine appearing",A,1,"White fleZcks yellow or brwn spotu on surafce of teeht coverin, givinNg paper wite appnarance",A,1,"White flecks yellow or brown spots on surface of teeth covering, giving vivid white appearance",A,1,70
Which of the following intravenous anesthetic agents is contraindicated in epileptic patients posted for general anaesthesia,"['Ketamine', 'Thiopentone', 'Propofol', 'Midazolam']",A,A,1,Which of the watch endovenous anaesthetic factor is contraindicate in epileptic patient send for oecumenical anesthesia,A,1,Wich of the followiIg intravenouOs atnesthetic aents is contraindicatBed in epleptic patienCts postd for generla naesthesia,A,1,Which of the following intravenous anesthetic agents is contraindicated in epileptic cases posted for general anaesthesia,A,1,70
"1,1,1,1 Tetra-floroethylene is applied during cold test testing with?","['# 4 Cotton pellet', '# 2 Cotton pellet', '# 6 Cotton pellet', '# 8 Cotton pellet']",B,B,1,"single,unity,one,I Tetra-floroethylene is enforce during inhuman trial examination with?",B,1,"1,1,1,1 Tetrwa-floroethylene is appled during codl tet testRing with?",B,1,"1,1,1,1 Tetra-floroethylene is applied during penetration testing with?",A,0,70
"In which one of the following mixed dentition analysis of deciduous dentition, there is no use of radiographs?","[""Carey's analysis"", ""Moyer's analysis"", ""Nance Carey's analysis"", ""Pont's index""]",B,A,0,"inwards which ace of the next mix teeth psychoanalysis of deciduous teeth, there is no habit of skiagram?",A,0,"n which on of the followng mixe dentitin anFalysis of decirduous dentitino, there is no us of rrdiographs?",A,0,"In which short of the following mixed dentition analysis of deciduous dentition, there is no use of radiographs?",A,0,70
Organic component of bone comprises of:,"['35% collagen', '35% noncollagenous protein', '65% noncollagenous protein', '90% collagen protein']",D,A,0,constitutional constituent of pearl consist of:,C,0,Orgnaic componYent of boen comWprises of:,C,0,Organic component of synthesis comprises of:,C,0,70
Insufficient closure of the flasks during packing of denture base resin can result in:,"['Poor colour stability', 'Less polymerization shrinkage', 'Increase in vertical dimension', 'Decrease in vertical dimension']",C,C,1,deficient closing of the flask during boxing of plate understructure rosin can answer in:,D,0,InsuffFicient closuer of the falsks during apcking of enture bakse rsein can resutl in:,C,1,Insufficient closure of the flasks during packing of denture base resin can result errors in:,C,1,70
